lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-28977	1391.0	634.0	2856.0	1512.0	573.0	3572.0	6205.0	4867.0	1122.0	6047.0	3345.0	3287.0	2036.0	4130.0	778.0	1507.0	1730.0	834.0	1421.0	1298.0	4537.0	1372.0	6052.0	4952.0	1035.0	7124.0	8587.0	6429.0	4493.0	4349.0	269.0	521.0	456.0	3151.0	102424.0	1374403.0	1758864.5874
sub-28978	1584.0	784.0	3299.0	1762.0	702.0	3814.0	6048.0	4700.0	1141.0	6269.0	2995.0	3577.0	2518.0	4338.0	855.0	1819.0	1895.0	834.0	1697.0	1580.0	4944.0	1491.0	5779.0	5324.0	1299.0	8091.0	9582.0	7273.0	5170.0	6055.0	277.0	588.0	564.0	2812.0	111450.0	1434846.0	1773798.71399
sub-28979	872.0	634.0	2398.0	1576.0	481.0	3105.0	4911.0	3281.0	1113.0	5251.0	2499.0	3265.0	1990.0	2884.0	714.0	1309.0	1862.0	630.0	1269.0	1427.0	3629.0	1318.0	4807.0	3650.0	676.0	5259.0	6895.0	5357.0	3509.0	2918.0	273.0	466.0	399.0	2234.0	82854.1	1179517.0	1422549.2776
sub-28980	812.0	730.0	2204.0	1342.0	624.0	3241.0	3772.0	3224.0	949.0	4522.0	2735.0	2934.0	1823.0	2724.0	616.0	1316.0	1459.0	713.0	1335.0	1388.0	3918.0	1315.0	4244.0	3960.0	708.0	5840.0	7368.0	4786.0	3570.0	3574.0	258.0	396.0	447.0	2281.0	81126.8	1044104.0	1234355.19956
sub-28981	1401.0	766.0	2826.0	1465.0	431.0	3782.0	7270.0	4882.0	1132.0	5883.0	3199.0	2457.0	2567.0	4657.0	912.0	1745.0	1950.0	806.0	1579.0	1037.0	4326.0	1842.0	5252.0	4443.0	1149.0	7587.0	9135.0	6229.0	4589.0	3844.0	312.0	454.0	446.0	3100.0	103446.0	1374058.0	1600457.39722
sub-28982	1321.0	655.0	3057.0	1563.0	478.0	3895.0	5976.0	5072.0	1113.0	6389.0	3667.0	3258.0	1992.0	4240.0	761.0	1770.0	2350.0	947.0	1569.0	1676.0	4735.0	1264.0	5241.0	4730.0	1070.0	7169.0	10921.0	6208.0	4744.0	4966.0	324.0	571.0	503.0	3158.0	107350.0	1355654.0	1748390.79812
sub-28983	1113.0	544.0	2598.0	1845.0	504.0	4046.0	5435.0	4582.0	1030.0	5620.0	3282.0	3042.0	2169.0	3391.0	834.0	1492.0	1792.0	829.0	1340.0	1603.0	4672.0	1247.0	5617.0	4233.0	741.0	6386.0	8180.0	6534.0	4589.0	5054.0	287.0	575.0	471.0	2500.0	98158.2	1287379.0	1552342.35191
sub-28984	939.0	587.0	2608.0	1535.0	629.0	4242.0	5011.0	4362.0	1045.0	5567.0	3048.0	3317.0	1906.0	3929.0	730.0	1663.0	1970.0	737.0	1652.0	1739.0	5048.0	1511.0	5582.0	4702.0	906.0	7720.0	8207.0	6216.0	4372.0	4711.0	282.0	501.0	475.0	3135.0	100582.0	1315567.0	1654527.7086
sub-28985	968.0	616.0	2299.0	1849.0	362.0	3651.0	5021.0	4141.0	1145.0	5296.0	3031.0	3243.0	2037.0	3555.0	698.0	1418.0	1743.0	657.0	1310.0	1519.0	4665.0	1392.0	5369.0	4323.0	837.0	5760.0	7181.0	5955.0	3695.0	4413.0	254.0	488.0	458.0	2580.0	91924.3	1226235.0	1593268.25576
sub-28986	1069.0	695.0	3132.0	1633.0	550.0	3457.0	5017.0	4277.0	1240.0	5689.0	3848.0	3269.0	2305.0	4387.0	689.0	1540.0	2083.0	986.0	1823.0	1725.0	4989.0	1583.0	6069.0	5015.0	1316.0	7403.0	9812.0	6542.0	5194.0	4543.0	301.0	544.0	533.0	2545.0	105785.0	1458055.0	1821097.15344
sub-28987	1174.0	506.0	1890.0	1327.0	462.0	3564.0	4408.0	4243.0	1014.0	4431.0	2342.0	2575.0	1722.0	3746.0	800.0	1197.0	1278.0	669.0	1079.0	1273.0	3709.0	1105.0	4698.0	4009.0	657.0	5709.0	6770.0	5443.0	4280.0	4535.0	220.0	508.0	423.0	2562.0	84327.8	1138410.0	1522077.77086
sub-28988	1078.0	576.0	2083.0	1526.0	432.0	3046.0	4929.0	2991.0	997.0	5598.0	2676.0	2684.0	1623.0	3265.0	669.0	1398.0	1446.0	656.0	1113.0	1383.0	4973.0	1170.0	4589.0	3649.0	634.0	5376.0	6788.0	5952.0	3601.0	4743.0	223.0	381.0	436.0	2680.0	85356.8	1097824.0	1408331.66517
sub-28989	1647.0	912.0	3093.0	1669.0	546.0	3674.0	6402.0	4249.0	1130.0	5767.0	3878.0	3665.0	2309.0	4204.0	761.0	1471.0	1968.0	966.0	1733.0	1785.0	4367.0	1589.0	5253.0	4478.0	920.0	8667.0	9218.0	5624.0	5528.0	4770.0	347.0	488.0	470.0	2923.0	106461.0	1313648.0	1670342.82478
sub-28990	1205.0	1048.0	2705.0	1644.0	588.0	3682.0	6800.0	4640.0	1343.0	5707.0	3137.0	3231.0	2536.0	3813.0	687.0	1813.0	1604.0	813.0	1472.0	1469.0	5701.0	1621.0	5490.0	5435.0	1011.0	7755.0	8910.0	8108.0	4880.0	6052.0	378.0	531.0	656.0	2952.0	109409.0	1326857.0	1634300.0729
sub-28991	1059.0	736.0	2433.0	1431.0	439.0	3222.0	4551.0	3510.0	777.0	4929.0	2549.0	2842.0	1738.0	3333.0	704.0	1560.0	1581.0	670.0	1150.0	1306.0	4327.0	1349.0	4594.0	4216.0	841.0	5524.0	7571.0	5933.0	3921.0	3677.0	224.0	465.0	382.0	2554.0	85980.5	1186411.0	1457193.88785
sub-28992	1111.0	848.0	1886.0	1712.0	655.0	3772.0	5434.0	4876.0	1102.0	5501.0	2997.0	3264.0	2295.0	3922.0	807.0	1544.0	1863.0	862.0	1827.0	1578.0	4763.0	1479.0	3964.0	4897.0	869.0	8302.0	8279.0	6649.0	3880.0	4368.0	338.0	548.0	552.0	2789.0	99522.9	1266544.0	1647588.1089
sub-28993	1229.0	694.0	2870.0	1460.0	692.0	3565.0	5854.0	3969.0	1467.0	4743.0	3414.0	2738.0	2349.0	3424.0	702.0	1433.0	1814.0	794.0	1255.0	1113.0	5196.0	1500.0	6037.0	4865.0	993.0	5917.0	7293.0	6943.0	4454.0	5868.0	319.0	545.0	493.0	2522.0	98520.4	1348297.0	1650698.72574
sub-28994	790.0	577.0	1734.0	1666.0	416.0	3151.0	4884.0	3199.0	1078.0	5497.0	2624.0	2845.0	1581.0	2931.0	603.0	1305.0	1348.0	729.0	1288.0	1252.0	4001.0	1078.0	4817.0	3208.0	751.0	5636.0	7525.0	5493.0	3868.0	3730.0	275.0	395.0	438.0	1973.0	82686.8	1112035.0	1353625.88605
sub-28995	1670.0	1177.0	3432.0	2176.0	696.0	4016.0	5469.0	5664.0	1779.0	7067.0	3689.0	3896.0	2353.0	4858.0	950.0	1738.0	1997.0	1077.0	1805.0	1919.0	5146.0	1590.0	6750.0	5627.0	1368.0	8522.0	10905.0	5929.0	5502.0	6106.0	365.0	765.0	626.0	3450.0	120021.0	1704992.0	1985570.87421
sub-28996	1572.0	619.0	3427.0	1597.0	403.0	3835.0	6294.0	4698.0	1536.0	6190.0	3351.0	3578.0	2094.0	4665.0	710.0	1736.0	1871.0	829.0	1765.0	1653.0	4542.0	1697.0	5691.0	5189.0	996.0	7306.0	9678.0	7577.0	5444.0	5910.0	283.0	509.0	605.0	3100.0	110894.0	1414872.0	1743683.30454
sub-28997	1142.0	548.0	2180.0	1381.0	370.0	2972.0	4450.0	3591.0	985.0	4575.0	2947.0	2881.0	1571.0	3318.0	617.0	1234.0	1592.0	712.0	1412.0	1462.0	3314.0	1149.0	4322.0	3564.0	852.0	5751.0	6711.0	5223.0	3656.0	4539.0	209.0	375.0	335.0	2463.0	82402.4	1078991.0	1282246.94954
sub-28998	1320.0	793.0	3569.0	1849.0	518.0	3814.0	6159.0	5046.0	1296.0	5838.0	3856.0	3444.0	2167.0	4706.0	714.0	1742.0	2154.0	995.0	1463.0	1670.0	4582.0	1452.0	5535.0	4844.0	1108.0	6945.0	8912.0	7146.0	5039.0	5084.0	284.0	505.0	488.0	3143.0	108169.0	1347171.0	1681935.70754
sub-28999	1438.0	949.0	2579.0	1794.0	572.0	3913.0	7563.0	3667.0	1395.0	6840.0	3523.0	3874.0	2499.0	3851.0	608.0	1710.0	2636.0	1011.0	1894.0	1760.0	5675.0	1656.0	5454.0	4580.0	1109.0	8303.0	8565.0	6180.0	5212.0	5192.0	327.0	516.0	569.0	2741.0	110146.0	1390772.0	1452968.41712
sub-29000	1000.0	990.0	2085.0	1398.0	359.0	2990.0	5007.0	3128.0	1014.0	5011.0	2695.0	2985.0	1592.0	3449.0	596.0	1449.0	2126.0	716.0	1520.0	1432.0	3869.0	1393.0	4790.0	4292.0	819.0	6252.0	6593.0	6575.0	4132.0	4920.0	209.0	416.0	377.0	2631.0	88794.0	1126315.0	1404698.05563
sub-29001	1632.0	799.0	3520.0	1592.0	493.0	3469.0	6126.0	4436.0	1037.0	4247.0	3726.0	3324.0	2017.0	4593.0	621.0	1925.0	1970.0	846.0	1634.0	1599.0	5413.0	1835.0	5835.0	4883.0	1071.0	7664.0	9759.0	6313.0	5316.0	5815.0	211.0	467.0	475.0	3311.0	107914.0	1339880.0	1633076.6526
sub-29002	1268.0	1095.0	3192.0	1497.0	439.0	3677.0	5115.0	4178.0	1381.0	5658.0	3273.0	2902.0	2138.0	4090.0	783.0	1493.0	2072.0	741.0	1641.0	1251.0	4886.0	1663.0	5802.0	4268.0	1237.0	7476.0	9665.0	5594.0	5003.0	5809.0	293.0	469.0	485.0	3496.0	104026.0	1408313.0	1899874.03187
sub-29003	1793.0	589.0	2410.0	1483.0	476.0	4287.0	6640.0	3992.0	1007.0	5817.0	3482.0	3256.0	2343.0	4402.0	837.0	1491.0	1717.0	787.0	1517.0	1606.0	4520.0	1344.0	5277.0	4251.0	1068.0	7622.0	8504.0	5780.0	4975.0	5732.0	269.0	446.0	522.0	2443.0	102682.0	1329722.0	1684502.13037
sub-29004	940.0	583.0	1807.0	1444.0	406.0	3263.0	4307.0	3540.0	953.0	5112.0	2519.0	2931.0	1732.0	3403.0	601.0	1320.0	1479.0	649.0	1438.0	1507.0	3819.0	1172.0	4288.0	3543.0	841.0	5297.0	7275.0	4608.0	3993.0	3944.0	253.0	442.0	418.0	2552.0	82367.4	1095296.0	1409659.59953
sub-29005	1214.0	932.0	2932.0	1505.0	508.0	3906.0	5339.0	3670.0	1419.0	5385.0	3105.0	3278.0	2293.0	3385.0	723.0	1382.0	2065.0	851.0	1935.0	1893.0	4718.0	1698.0	5458.0	4782.0	1059.0	6887.0	7712.0	6256.0	4220.0	4615.0	298.0	521.0	530.0	2814.0	99280.1	1262412.0	1536705.32117
sub-29006	1101.0	663.0	2773.0	1796.0	372.0	3801.0	4758.0	3400.0	1138.0	6261.0	2816.0	4038.0	1944.0	3572.0	706.0	1528.0	1908.0	758.0	1588.0	1964.0	4088.0	1123.0	5442.0	4442.0	747.0	6352.0	8211.0	5627.0	4216.0	4780.0	265.0	457.0	541.0	2670.0	95836.6	1240690.0	1801958.39067
sub-29007	1062.0	823.0	2721.0	1840.0	769.0	4146.0	5273.0	3836.0	1166.0	6572.0	3222.0	3957.0	2428.0	3333.0	1381.0	1567.0	1743.0	806.0	1506.0	1642.0	3942.0	1312.0	4918.0	4751.0	1012.0	6933.0	9039.0	6943.0	4250.0	3580.0	308.0	552.0	427.0	2825.0	100581.0	1391115.0	1838219.63752
sub-29008	800.0	576.0	2012.0	1597.0	509.0	3017.0	3890.0	3060.0	879.0	5124.0	2466.0	2931.0	1927.0	3106.0	575.0	1129.0	1661.0	597.0	1285.0	1459.0	3801.0	1105.0	4299.0	3915.0	846.0	5256.0	7129.0	6017.0	3609.0	4241.0	256.0	509.0	371.0	2098.0	82047.5	1108726.0	1385866.46297
sub-29009	965.0	540.0	2027.0	1404.0	496.0	3416.0	4981.0	3390.0	834.0	5362.0	2430.0	2681.0	1787.0	3334.0	711.0	1188.0	1517.0	680.0	1069.0	1426.0	3918.0	1053.0	4362.0	3529.0	697.0	4614.0	6215.0	5830.0	4132.0	4255.0	231.0	485.0	494.0	2327.0	82367.6	1131316.0	1522188.9233
sub-29010	1097.0	583.0	2053.0	1483.0	402.0	3661.0	4737.0	3693.0	1169.0	4626.0	2550.0	3152.0	2117.0	3368.0	584.0	1482.0	1753.0	623.0	1258.0	1701.0	4670.0	1306.0	5825.0	3673.0	806.0	5119.0	6954.0	6237.0	4774.0	5071.0	326.0	538.0	520.0	2401.0	90306.1	1177897.0	1550162.86928
sub-29011	1157.0	633.0	2717.0	1466.0	423.0	3391.0	4776.0	3785.0	1423.0	5589.0	2823.0	3844.0	1919.0	3724.0	724.0	1435.0	1556.0	678.0	1220.0	1415.0	4220.0	1384.0	5360.0	4335.0	813.0	4933.0	7500.0	5251.0	4123.0	4273.0	246.0	552.0	524.0	3128.0	91332.6	1243338.0	1737352.71973
sub-29012	1011.0	611.0	2269.0	1292.0	562.0	2918.0	3815.0	3180.0	724.0	3892.0	2029.0	2705.0	1569.0	2839.0	706.0	1288.0	1254.0	680.0	1198.0	1104.0	4223.0	1046.0	5183.0	3180.0	629.0	4826.0	6122.0	4487.0	3370.0	3848.0	188.0	390.0	432.0	2109.0	75666.4	1034812.0	1406647.86675
sub-29013	1520.0	914.0	2541.0	1851.0	423.0	3938.0	5965.0	3561.0	1318.0	6096.0	3051.0	3575.0	2067.0	4032.0	679.0	1523.0	1892.0	870.0	1430.0	1719.0	4912.0	1569.0	5149.0	4754.0	1180.0	6920.0	8564.0	6092.0	5018.0	4792.0	281.0	454.0	525.0	3187.0	102355.0	1328271.0	1787995.25508
sub-29014	863.0	476.0	1910.0	1446.0	551.0	3504.0	4228.0	3491.0	958.0	4321.0	2499.0	2865.0	1827.0	3183.0	637.0	1257.0	1458.0	625.0	1122.0	1296.0	3731.0	1062.0	5288.0	3680.0	700.0	4804.0	6707.0	5126.0	3424.0	3619.0	276.0	566.0	339.0	2054.0	79880.9	1118289.0	1634485.76302
sub-29015	891.0	376.0	1835.0	1512.0	376.0	2644.0	4765.0	2813.0	943.0	4873.0	2332.0	3021.0	2019.0	3333.0	597.0	1148.0	1492.0	549.0	1199.0	1250.0	4048.0	843.0	4344.0	3725.0	765.0	4540.0	6665.0	5509.0	3694.0	3743.0	236.0	444.0	494.0	1969.0	78974.1	1063260.0	1156587.1545
sub-29016	1248.0	553.0	1987.0	1481.0	549.0	3445.0	5122.0	3396.0	1084.0	4725.0	2462.0	3092.0	1971.0	3784.0	664.0	1472.0	1940.0	661.0	1267.0	1287.0	4225.0	1138.0	4605.0	4081.0	868.0	5816.0	8131.0	5536.0	4687.0	4491.0	279.0	459.0	475.0	2626.0	89557.6	1285455.0	1780336.70782
sub-29017	699.0	288.0	2075.0	1417.0	494.0	2898.0	3532.0	3647.0	784.0	5362.0	2524.0	3000.0	1957.0	2749.0	610.0	1322.0	1512.0	632.0	1076.0	1304.0	3910.0	420.0	4749.0	4003.0	772.0	5037.0	5987.0	5905.0	3051.0	3563.0	211.0	603.0	386.0	2460.0	78914.7	1076267.0	1700498.48544
sub-29018	1063.0	594.0	2081.0	2023.0	398.0	3775.0	4786.0	3228.0	924.0	5818.0	2247.0	3020.0	1815.0	3082.0	628.0	1317.0	1462.0	723.0	1157.0	1429.0	3829.0	1058.0	4703.0	4015.0	820.0	5945.0	6845.0	5008.0	4249.0	3911.0	248.0	492.0	453.0	2249.0	85328.3	1203569.0	1618168.91449
sub-29019	966.0	618.0	2118.0	1367.0	419.0	2908.0	5400.0	3153.0	1112.0	4780.0	2502.0	2288.0	1848.0	3517.0	662.0	1084.0	1582.0	691.0	1342.0	878.0	4107.0	1000.0	4644.0	4370.0	879.0	5143.0	6999.0	6035.0	3507.0	4222.0	257.0	415.0	369.0	2647.0	83825.1	1137293.0	1566075.34635
sub-29020	980.0	454.0	2038.0	1539.0	309.0	3245.0	4768.0	2741.0	920.0	4251.0	2081.0	3201.0	1639.0	2525.0	553.0	1388.0	1712.0	609.0	1364.0	1319.0	3924.0	1071.0	4910.0	3716.0	439.0	4664.0	5892.0	5780.0	3618.0	3750.0	282.0	429.0	372.0	2038.0	78438.0	1075758.0	1546350.99061
sub-29021	1117.0	647.0	2394.0	1501.0	609.0	3328.0	5011.0	3410.0	960.0	4826.0	2489.0	3300.0	1845.0	3192.0	661.0	1287.0	2014.0	634.0	1500.0	1337.0	4431.0	1104.0	4676.0	3760.0	900.0	6364.0	7731.0	5548.0	4264.0	4229.0	283.0	626.0	442.0	2768.0	89171.1	1214467.0	1708887.44962
sub-29022	823.0	574.0	2067.0	2056.0	497.0	3227.0	3854.0	3368.0	1008.0	4560.0	2506.0	3015.0	1667.0	3138.0	589.0	1214.0	1872.0	692.0	1705.0	1936.0	3964.0	1243.0	3951.0	3089.0	763.0	5183.0	6762.0	4453.0	3747.0	3035.0	222.0	480.0	446.0	2315.0	80016.2	1112092.0	1554841.08605
sub-29023	931.0	549.0	1911.0	1532.0	568.0	3391.0	4582.0	3337.0	779.0	4710.0	2392.0	2776.0	1721.0	2871.0	633.0	1166.0	1695.0	616.0	1292.0	1170.0	3740.0	1040.0	5046.0	3796.0	802.0	4867.0	6838.0	4991.0	4017.0	4114.0	281.0	528.0	446.0	2412.0	81534.6	1095905.0	1546549.28419
sub-29024	1316.0	589.0	2641.0	1533.0	571.0	3678.0	4828.0	4191.0	1041.0	4753.0	2791.0	2842.0	2349.0	3838.0	721.0	1426.0	1692.0	753.0	1308.0	1245.0	4586.0	1372.0	4957.0	4267.0	857.0	6147.0	7933.0	5856.0	4239.0	4599.0	255.0	472.0	438.0	2619.0	92700.9	1305182.0	1867042.00933
sub-29025	816.0	497.0	2232.0	1439.0	499.0	3106.0	3382.0	3148.0	932.0	5386.0	2445.0	2680.0	1584.0	2538.0	587.0	1306.0	1403.0	635.0	1297.0	1232.0	3571.0	984.0	5147.0	3439.0	688.0	4941.0	7267.0	4810.0	4022.0	3396.0	249.0	481.0	521.0	2117.0	78745.6	1120829.0	1568703.44786
sub-29026	918.0	396.0	1879.0	1401.0	442.0	3007.0	4353.0	2978.0	866.0	4557.0	2276.0	2891.0	1649.0	3131.0	604.0	1377.0	1479.0	678.0	1274.0	1033.0	4087.0	966.0	4758.0	3388.0	706.0	4443.0	6562.0	4874.0	4090.0	3983.0	262.0	431.0	387.0	2307.0	78427.3	1030856.0	1414458.93676
sub-29027	1255.0	752.0	2159.0	1386.0	339.0	3479.0	4730.0	3328.0	812.0	4656.0	2445.0	2406.0	1841.0	3472.0	555.0	1384.0	1641.0	658.0	1387.0	1074.0	3903.0	1229.0	4705.0	3933.0	800.0	4607.0	6251.0	6031.0	4141.0	4733.0	258.0	541.0	455.0	2362.0	83696.0	1102504.0	1516917.33365
sub-29028	1332.0	682.0	2465.0	1590.0	359.0	3763.0	5715.0	3679.0	943.0	6522.0	2118.0	3281.0	1870.0	3799.0	761.0	1236.0	1592.0	668.0	1256.0	1662.0	3399.0	1019.0	4425.0	3481.0	880.0	6948.0	8965.0	4449.0	4075.0	4814.0	340.0	501.0	441.0	1960.0	90984.7	1233393.0	1593823.77969
sub-29029	1187.0	610.0	2109.0	1469.0	311.0	3116.0	4694.0	3495.0	1045.0	5316.0	2525.0	3270.0	1820.0	3663.0	594.0	1228.0	1640.0	653.0	1568.0	1294.0	3990.0	1398.0	4119.0	3480.0	742.0	6098.0	7180.0	5653.0	3800.0	4396.0	228.0	465.0	394.0	2272.0	85598.1	1127196.0	1554178.91738
sub-29030	821.0	554.0	1675.0	1455.0	392.0	3217.0	4971.0	3251.0	922.0	5820.0	2015.0	2897.0	1689.0	3223.0	555.0	1195.0	1402.0	660.0	1355.0	1406.0	3691.0	1058.0	4060.0	3209.0	646.0	4727.0	6553.0	4502.0	3636.0	3075.0	262.0	381.0	321.0	2233.0	77725.2	1072600.0	1502410.89425
sub-29031	1334.0	906.0	3274.0	1580.0	515.0	3652.0	5034.0	3744.0	1128.0	6039.0	2960.0	2809.0	1714.0	4200.0	780.0	1705.0	1472.0	795.0	1178.0	1311.0	4516.0	1539.0	5632.0	4462.0	1073.0	6485.0	8189.0	6229.0	5093.0	6076.0	273.0	558.0	450.0	2939.0	99633.9	1365599.0	1972313.16678
sub-29032	530.0	494.0	2624.0	2142.0	655.0	3635.0	3865.0	4166.0	1114.0	5731.0	2626.0	4364.0	2034.0	2889.0	769.0	1309.0	1464.0	665.0	1328.0	2057.0	4173.0	1051.0	4851.0	3669.0	762.0	5996.0	6720.0	5410.0	3588.0	3889.0	278.0	509.0	575.0	2197.0	88118.5	1242839.0	1710147.85582
sub-29033	899.0	458.0	2100.0	1256.0	537.0	3255.0	4647.0	3085.0	986.0	5159.0	2128.0	2625.0	1592.0	2891.0	639.0	1494.0	1306.0	627.0	1193.0	1187.0	4417.0	1083.0	4612.0	3433.0	543.0	4706.0	7384.0	5258.0	3513.0	4044.0	195.0	402.0	498.0	2155.0	80302.5	1086510.0	1431215.24146
sub-29034	1470.0	339.0	2273.0	1791.0	469.0	2965.0	5538.0	3817.0	939.0	5183.0	2841.0	3799.0	2058.0	4057.0	624.0	1534.0	1992.0	722.0	1431.0	1892.0	4466.0	1118.0	4955.0	4043.0	848.0	6438.0	7663.0	6213.0	4444.0	5307.0	277.0	436.0	495.0	2336.0	94749.6	1295053.0	1756483.70615
sub-29035	963.0	641.0	2814.0	1750.0	446.0	3828.0	4849.0	3447.0	923.0	5875.0	2571.0	3711.0	1999.0	3114.0	667.0	1463.0	1543.0	647.0	990.0	1585.0	4560.0	1359.0	5559.0	4591.0	890.0	5215.0	7749.0	6168.0	4464.0	4519.0	287.0	542.0	562.0	2364.0	92646.2	1241041.0	1706156.1046
sub-29036	1185.0	661.0	2438.0	1653.0	337.0	3244.0	4644.0	3597.0	962.0	5124.0	2512.0	2975.0	2281.0	3543.0	656.0	1264.0	1265.0	642.0	980.0	1433.0	4698.0	967.0	5275.0	4657.0	847.0	6093.0	6793.0	5863.0	4565.0	4438.0	276.0	458.0	483.0	2351.0	88871.6	1228863.0	1341907.31506
sub-29037	1118.0	679.0	2581.0	1614.0	513.0	3978.0	4374.0	5409.0	914.0	6467.0	2841.0	3862.0	2392.0	4149.0	748.0	1721.0	1686.0	879.0	1612.0	1749.0	3565.0	1288.0	5616.0	2917.0	1013.0	8085.0	9837.0	3826.0	4825.0	3774.0	320.0	652.0	553.0	2570.0	98126.6	1344562.0	1904743.08436
sub-29038	999.0	584.0	2471.0	1611.0	467.0	3481.0	4529.0	3525.0	823.0	5787.0	2062.0	3566.0	1447.0	3323.0	725.0	1770.0	1815.0	698.0	1299.0	1412.0	4395.0	1132.0	5584.0	4045.0	707.0	5717.0	8022.0	6088.0	4126.0	4396.0	266.0	492.0	506.0	2326.0	90189.3	1187170.0	1665703.70577
sub-29039	915.0	943.0	2938.0	1503.0	590.0	3823.0	4682.0	3799.0	1330.0	5795.0	2884.0	3202.0	2166.0	3536.0	637.0	1697.0	1784.0	750.0	1463.0	1767.0	4092.0	1770.0	5019.0	4156.0	1109.0	6242.0	7033.0	5901.0	4979.0	4797.0	248.0	472.0	528.0	2490.0	95032.6	1287107.0	1710054.79979
sub-29040	871.0	514.0	2048.0	1351.0	323.0	2833.0	4686.0	3379.0	988.0	5681.0	2213.0	3351.0	1805.0	3293.0	664.0	1288.0	1499.0	685.0	1352.0	1262.0	3707.0	1240.0	4511.0	4079.0	798.0	4562.0	6475.0	5126.0	3724.0	3898.0	239.0	543.0	454.0	2378.0	81724.3	1069297.0	1422178.25051
sub-29041	1347.0	591.0	2054.0	1294.0	327.0	2691.0	5288.0	3456.0	749.0	5030.0	2338.0	2841.0	1762.0	3335.0	613.0	1335.0	1538.0	680.0	1094.0	981.0	3590.0	926.0	4300.0	3781.0	756.0	5762.0	6979.0	4825.0	3551.0	4168.0	216.0	408.0	338.0	1820.0	80741.5	1075000.0	1377874.16145
sub-29042	1162.0	428.0	1861.0	1480.0	397.0	3051.0	6154.0	3844.0	948.0	5217.0	2632.0	2944.0	2048.0	3813.0	716.0	1879.0	1867.0	650.0	1636.0	1085.0	4327.0	1046.0	5034.0	4553.0	1024.0	5012.0	6873.0	6424.0	3663.0	4595.0	264.0	499.0	373.0	2749.0	90238.1	1265470.0	1769153.52656
sub-29043	954.0	476.0	1972.0	1438.0	512.0	2731.0	4339.0	3439.0	953.0	4589.0	2739.0	2849.0	1767.0	2963.0	652.0	1308.0	1325.0	740.0	1303.0	1171.0	3948.0	1124.0	4853.0	3893.0	484.0	4486.0	7152.0	5514.0	3639.0	4475.0	269.0	508.0	421.0	2257.0	81223.1	1142987.0	1562243.74639
sub-29044	1158.0	512.0	2186.0	1614.0	468.0	2979.0	3986.0	4036.0	1043.0	4391.0	2456.0	3320.0	1858.0	3600.0	708.0	1267.0	1748.0	723.0	1299.0	1505.0	3937.0	1108.0	5304.0	4041.0	795.0	5643.0	7431.0	5321.0	4299.0	4288.0	292.0	467.0	529.0	3048.0	87290.2	1159201.0	1505713.40612
sub-29045	1170.0	436.0	2308.0	1240.0	361.0	2700.0	4274.0	3147.0	807.0	4536.0	2550.0	2362.0	1696.0	3484.0	632.0	1412.0	1564.0	639.0	1116.0	893.0	3654.0	1009.0	4960.0	3372.0	960.0	5608.0	7085.0	4946.0	4189.0	3859.0	271.0	421.0	450.0	2136.0	80237.4	1074009.0	1466734.18274
sub-29046	1221.0	550.0	2563.0	1947.0	393.0	3859.0	4264.0	3557.0	1294.0	6557.0	2827.0	3636.0	1851.0	3610.0	643.0	1386.0	1744.0	744.0	1513.0	1859.0	4227.0	1171.0	5482.0	3959.0	1064.0	6402.0	8210.0	5423.0	4635.0	3891.0	235.0	485.0	459.0	3130.0	94772.3	1304614.0	1740039.49201
sub-29047	813.0	456.0	2368.0	1396.0	602.0	2822.0	3420.0	2737.0	997.0	4234.0	2732.0	3251.0	1885.0	2753.0	730.0	1305.0	1505.0	690.0	1322.0	1445.0	3731.0	1160.0	4611.0	3576.0	632.0	4720.0	6981.0	5171.0	4440.0	4967.0	223.0	501.0	500.0	2377.0	81027.1	1170495.0	1283815.96745
sub-29048	1107.0	831.0	2625.0	2136.0	476.0	3430.0	4258.0	3933.0	1244.0	5811.0	3092.0	3281.0	2198.0	3501.0	733.0	1644.0	1855.0	935.0	1650.0	1694.0	4726.0	1383.0	5523.0	4263.0	1135.0	6716.0	8348.0	5698.0	4862.0	4466.0	289.0	507.0	620.0	2577.0	97539.9	1300986.0	1762888.74534
sub-29049	687.0	537.0	1648.0	1515.0	408.0	2653.0	3716.0	2801.0	904.0	4489.0	2368.0	3198.0	1729.0	2684.0	692.0	1234.0	1323.0	578.0	1044.0	1345.0	3645.0	1090.0	3921.0	3550.0	808.0	5310.0	6405.0	5140.0	3663.0	3355.0	247.0	476.0	453.0	1994.0	75596.3	1091617.0	1453866.8034
