lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
0050286	965.0	479.0	1853.0	1324.0	554.0	3069.0	3765.0	3276.0	831.0	4111.0	2514.0	2420.0	1650.0	2849.0	633.0	1144.0	2098.0	616.0	1337.0	1158.0	3544.0	1028.0	4618.0	3551.0	605.0	4970.0	6135.0	4907.0	3901.0	4006.0	265.0	399.0	486.0	2222.0	77273.9	1087476.0	1351437.31299
0050289	727.0	663.0	2273.0	1456.0	291.0	3196.0	4169.0	2535.0	967.0	4551.0	2727.0	2823.0	1890.0	2605.0	595.0	1297.0	1575.0	609.0	1524.0	1010.0	4336.0	1170.0	4788.0	3694.0	848.0	5944.0	8282.0	6188.0	3871.0	3976.0	284.0	502.0	384.0	2331.0	84076.2	1089360.0	1244853.20409
0050290	1157.0	656.0	2656.0	1539.0	480.0	3927.0	5723.0	3639.0	1049.0	5808.0	3099.0	3746.0	2190.0	3616.0	864.0	1488.0	2103.0	807.0	1670.0	1338.0	4606.0	1484.0	5481.0	3689.0	952.0	7341.0	8606.0	5541.0	4180.0	4828.0	330.0	511.0	478.0	2626.0	98204.3	1245968.0	1470489.56546
0050291	995.0	807.0	2248.0	1555.0	311.0	2936.0	4587.0	2976.0	1087.0	4017.0	2715.0	3132.0	1788.0	2863.0	650.0	1378.0	1248.0	699.0	1197.0	1546.0	3473.0	1159.0	4561.0	3175.0	808.0	5373.0	6959.0	4913.0	3301.0	3330.0	277.0	337.0	376.0	1938.0	78702.9	1076695.0	1337851.83108
0050292	856.0	557.0	2465.0	1506.0	534.0	4041.0	3906.0	2706.0	1304.0	5622.0	2732.0	2662.0	1805.0	2875.0	680.0	1404.0	1812.0	799.0	1354.0	1280.0	4842.0	1219.0	5391.0	4436.0	1017.0	6843.0	8596.0	6037.0	4410.0	5130.0	233.0	569.0	531.0	2778.0	92931.7	1180342.0	1558454.48034
0050293	1031.0	973.0	2883.0	2175.0	369.0	3780.0	5376.0	3730.0	1076.0	6816.0	2973.0	4033.0	1903.0	3819.0	901.0	1758.0	1996.0	772.0	1443.0	2028.0	4389.0	1450.0	5671.0	5417.0	1010.0	7181.0	8844.0	7382.0	4196.0	4866.0	228.0	468.0	461.0	2350.0	103731.0	1349047.0	1629991.87657
0050294	967.0	637.0	2458.0	1746.0	459.0	2941.0	3651.0	3170.0	1184.0	4680.0	3411.0	3036.0	2124.0	3020.0	585.0	1356.0	1900.0	852.0	1584.0	1440.0	4553.0	1214.0	5335.0	4269.0	726.0	5885.0	7672.0	6507.0	4360.0	4638.0	239.0	381.0	525.0	2457.0	89958.4	1245269.0	1508483.73509
0050295	1449.0	862.0	2659.0	1961.0	605.0	4189.0	5521.0	3640.0	1447.0	6628.0	3827.0	3643.0	2095.0	3743.0	804.0	1697.0	1879.0	946.0	1901.0	1747.0	4786.0	1545.0	5957.0	4793.0	1034.0	6485.0	7685.0	6064.0	4581.0	5507.0	325.0	427.0	589.0	2930.0	103922.0	1330507.0	1631009.77788
0050296	1044.0	672.0	2538.0	1708.0	518.0	3573.0	4913.0	3029.0	1104.0	5525.0	2857.0	3529.0	1828.0	3333.0	747.0	1769.0	1671.0	835.0	1446.0	1446.0	4646.0	1547.0	6345.0	4293.0	676.0	5549.0	8393.0	5783.0	4357.0	4519.0	288.0	366.0	667.0	2240.0	93737.6	1169780.0	1521233.31599
0050297	1185.0	540.0	2457.0	1562.0	457.0	3745.0	5274.0	4724.0	1140.0	5760.0	3160.0	3485.0	2315.0	3851.0	647.0	1270.0	1478.0	706.0	1335.0	1586.0	4467.0	1164.0	5636.0	4033.0	710.0	6838.0	7632.0	6638.0	4407.0	4497.0	272.0	411.0	516.0	2441.0	96339.7	1279740.0	1621614.13999
0050298	854.0	475.0	2452.0	1665.0	565.0	3165.0	3888.0	3484.0	859.0	5311.0	2326.0	3598.0	1556.0	2717.0	760.0	1405.0	1664.0	722.0	1562.0	1672.0	4562.0	1124.0	5101.0	3956.0	631.0	5164.0	6969.0	5987.0	3516.0	4570.0	250.0	512.0	360.0	2468.0	85870.1	1165490.0	1458280.44942
0050299	619.0	449.0	1766.0	804.0	20.0	1492.0	2521.0	1546.0	925.0	2389.0	1895.0	1308.0	1473.0	1486.0	265.0	1145.0	1479.0	522.0	1256.0	604.0	3590.0	939.0	4127.0	2472.0	448.0	3304.0	5070.0	2801.0	2728.0	3297.0	243.0	256.0	398.0	2530.0	56044.8	875186.0	1322603.32703
0050300	688.0	508.0	1842.0	1600.0	354.0	3155.0	3127.0	2326.0	869.0	4581.0	2299.0	3171.0	1785.0	2399.0	608.0	1311.0	1509.0	607.0	1279.0	1402.0	3505.0	1031.0	4185.0	3078.0	684.0	4891.0	5529.0	5053.0	3111.0	3786.0	225.0	510.0	379.0	1888.0	73135.1	991183.0	1221563.45677
0050301	965.0	597.0	2522.0	1641.0	663.0	3080.0	4975.0	3596.0	1084.0	5611.0	2936.0	2783.0	2062.0	3579.0	911.0	1354.0	1848.0	779.0	1274.0	1379.0	4316.0	1139.0	4843.0	4093.0	764.0	6069.0	8243.0	5862.0	4051.0	4171.0	207.0	488.0	414.0	2190.0	90484.7	1315680.0	1609964.77862
0050302	953.0	706.0	2595.0	1782.0	391.0	2717.0	3928.0	2817.0	820.0	4872.0	2199.0	3505.0	1654.0	2880.0	636.0	1333.0	1245.0	568.0	1001.0	1536.0	4234.0	1126.0	4726.0	3144.0	795.0	4637.0	6749.0	5219.0	3632.0	3421.0	220.0	310.0	446.0	1816.0	78610.6	1057810.0	1339229.65019
0050303	993.0	518.0	2563.0	1157.0	325.0	2052.0	3968.0	2161.0	848.0	4139.0	2426.0	1638.0	1636.0	2305.0	696.0	1029.0	1899.0	752.0	1129.0	1111.0	4148.0	922.0	4784.0	3044.0	577.0	5306.0	6611.0	3709.0	3004.0	3759.0	268.0	330.0	328.0	2062.0	72169.7	994681.0	1487091.43189
0050304	1147.0	683.0	2839.0	1447.0	518.0	3731.0	5189.0	3905.0	1175.0	6291.0	3029.0	2886.0	1765.0	3227.0	733.0	1689.0	1717.0	774.0	1366.0	1217.0	4200.0	1393.0	5284.0	3017.0	684.0	5563.0	8226.0	5467.0	3692.0	3850.0	293.0	452.0	471.0	2406.0	90312.3	1257814.0	1586594.7704
0050305	1025.0	600.0	2913.0	1112.0	488.0	2822.0	5337.0	3508.0	1097.0	4483.0	2674.0	2314.0	1606.0	3310.0	770.0	1384.0	1897.0	742.0	1575.0	807.0	4629.0	1454.0	5909.0	3516.0	563.0	6033.0	8225.0	7713.0	3803.0	4770.0	281.0	465.0	692.0	2494.0	90951.7	1175857.0	1554118.17044
0050306	1176.0	628.0	2835.0	1657.0	550.0	3780.0	5749.0	3806.0	1045.0	5508.0	2272.0	3514.0	1646.0	3311.0	767.0	1653.0	1760.0	573.0	1317.0	1728.0	4736.0	1356.0	5487.0	4839.0	594.0	5755.0	9074.0	7749.0	4151.0	4954.0	266.0	519.0	469.0	2438.0	97622.1	1226555.0	1541083.35731
0050307	921.0	414.0	1922.0	1203.0	565.0	2744.0	4384.0	2200.0	815.0	4635.0	3026.0	2276.0	1557.0	2242.0	680.0	1741.0	1771.0	658.0	1759.0	1177.0	4221.0	1171.0	5073.0	3230.0	442.0	4722.0	7822.0	4173.0	3600.0	4080.0	331.0	460.0	443.0	2614.0	78975.6	1020942.0	1243956.02543
0050308	818.0	476.0	2318.0	1569.0	494.0	3263.0	4062.0	3631.0	834.0	5469.0	2328.0	3009.0	1656.0	3224.0	788.0	1374.0	1710.0	719.0	1485.0	1320.0	4097.0	1014.0	4755.0	3582.0	712.0	6000.0	7850.0	5180.0	4492.0	4157.0	236.0	479.0	514.0	2182.0	85796.4	1159965.0	1481597.7799
0050310	966.0	837.0	2312.0	1722.0	469.0	3795.0	5961.0	4346.0	1119.0	5717.0	2852.0	3590.0	1846.0	3711.0	654.0	1799.0	2285.0	820.0	1568.0	1836.0	4848.0	1514.0	5445.0	4371.0	835.0	6623.0	7785.0	6924.0	4141.0	5435.0	283.0	520.0	490.0	2461.0	99860.0	1280342.0	1581221.21865
0050311	1250.0	664.0	3120.0	1278.0	485.0	2598.0	4934.0	2620.0	871.0	4365.0	1814.0	2408.0	1572.0	2405.0	773.0	1476.0	1799.0	591.0	1420.0	1116.0	4489.0	1255.0	5380.0	4142.0	603.0	5403.0	8047.0	5530.0	3721.0	5510.0	271.0	413.0	503.0	2376.0	85191.1	1116107.0	1496641.10642
0050312	945.0	728.0	2983.0	1438.0	414.0	4554.0	4265.0	3410.0	1919.0	6404.0	3206.0	2691.0	2153.0	2897.0	952.0	1556.0	1712.0	700.0	1200.0	1615.0	5577.0	1410.0	6781.0	3153.0	1111.0	6202.0	8398.0	5648.0	4856.0	3951.0	255.0	468.0	707.0	3178.0	97435.6	1224729.0	1612660.89595
0050314	1136.0	540.0	3286.0	1396.0	563.0	3363.0	4805.0	4103.0	1105.0	4790.0	3087.0	2903.0	2318.0	3656.0	738.0	1530.0	1481.0	751.0	1298.0	1278.0	4256.0	1273.0	5811.0	3734.0	965.0	6915.0	9044.0	5710.0	4490.0	5564.0	267.0	578.0	466.0	2372.0	95307.5	1245820.0	1683947.19784
0050315	1171.0	428.0	2384.0	1574.0	594.0	3794.0	5235.0	3951.0	990.0	6111.0	3179.0	2861.0	1963.0	4196.0	769.0	1396.0	1941.0	853.0	1502.0	1426.0	4174.0	1062.0	5389.0	4327.0	536.0	5653.0	8660.0	6043.0	4414.0	4180.0	255.0	535.0	519.0	2286.0	94344.6	1254290.0	1666076.12212
0050316	865.0	492.0	2475.0	1456.0	417.0	3149.0	3770.0	2493.0	852.0	5353.0	2979.0	2819.0	1916.0	2586.0	797.0	1392.0	1561.0	846.0	1324.0	1220.0	4134.0	1190.0	5374.0	3622.0	712.0	6446.0	7708.0	6171.0	4508.0	4968.0	258.0	443.0	468.0	2321.0	87064.4	1151641.0	1504907.10133
0050317	940.0	564.0	2617.0	1019.0	435.0	2376.0	4316.0	2758.0	1204.0	3694.0	2248.0	2274.0	1506.0	2287.0	667.0	1662.0	1828.0	739.0	1274.0	882.0	5135.0	1295.0	6441.0	4166.0	550.0	4493.0	9149.0	5290.0	3483.0	4999.0	272.0	405.0	534.0	2618.0	84114.5	1154250.0	1618025.20048
0050318	806.0	624.0	2453.0	1451.0	433.0	3021.0	4871.0	2704.0	1015.0	4985.0	2547.0	2996.0	1964.0	2504.0	572.0	1578.0	1756.0	725.0	1490.0	1124.0	4391.0	1214.0	5288.0	4257.0	623.0	5583.0	7699.0	6315.0	4351.0	4269.0	331.0	484.0	336.0	2335.0	87017.8	1134077.0	1407275.09261
0050319	978.0	570.0	2037.0	1417.0	445.0	2701.0	4535.0	3541.0	861.0	4538.0	2978.0	2966.0	2263.0	3149.0	625.0	1166.0	1453.0	845.0	1173.0	1237.0	4309.0	1190.0	4670.0	3640.0	851.0	5797.0	6788.0	5107.0	3685.0	4061.0	227.0	415.0	427.0	2251.0	82893.8	1128892.0	1542732.56036
0050320	1128.0	734.0	2367.0	1351.0	418.0	3504.0	5096.0	3767.0	1136.0	5408.0	3128.0	3316.0	2231.0	3259.0	749.0	1464.0	1486.0	679.0	1296.0	1244.0	4369.0	1120.0	5139.0	3916.0	881.0	5354.0	7719.0	5469.0	3944.0	4239.0	262.0	544.0	451.0	2448.0	89608.5	1222585.0	1523710.81914
0050321	1432.0	1106.0	2675.0	574.0	573.0	3806.0	3971.0	3208.0	1457.0	5083.0	2866.0	3696.0	2383.0	3390.0	876.0	1571.0	2576.0	781.0	1751.0	1013.0	4189.0	1689.0	5355.0	4061.0	1155.0	6937.0	9130.0	4557.0	6574.0	5994.0	280.0	604.0	976.0	3097.0	99377.8	1253951.0	1731208.40804
0050322	807.0	618.0	2333.0	552.0	586.0	2536.0	3849.0	2024.0	900.0	3450.0	1954.0	1297.0	1551.0	2020.0	831.0	1727.0	1415.0	645.0	1337.0	475.0	3764.0	930.0	6050.0	2542.0	488.0	4418.0	7999.0	3812.0	3626.0	4116.0	238.0	439.0	464.0	2475.0	72238.1	1077884.0	1602918.26492
0050324	1267.0	811.0	2608.0	1678.0	378.0	3524.0	6271.0	4135.0	1129.0	6429.0	3495.0	3878.0	2594.0	4635.0	821.0	1973.0	1560.0	909.0	1457.0	1183.0	5080.0	1432.0	5758.0	4369.0	885.0	6624.0	9603.0	6444.0	4972.0	5134.0	347.0	466.0	481.0	2879.0	105190.0	1337983.0	1714420.7034
0050325	1044.0	497.0	2402.0	1330.0	382.0	2745.0	3778.0	2906.0	904.0	4344.0	2976.0	2419.0	2138.0	2576.0	605.0	1486.0	1946.0	787.0	1579.0	911.0	4571.0	1064.0	5831.0	4351.0	759.0	5969.0	9162.0	6246.0	4337.0	4826.0	290.0	298.0	524.0	2398.0	88268.2	1210757.0	1589361.4987
0050326	1012.0	415.0	2734.0	1212.0	478.0	3077.0	5377.0	3998.0	1194.0	5150.0	3171.0	2863.0	1711.0	3798.0	633.0	1399.0	1533.0	867.0	1338.0	835.0	4510.0	1019.0	5318.0	3779.0	668.0	7185.0	8992.0	5744.0	4619.0	3436.0	278.0	491.0	471.0	2591.0	91884.6	1171726.0	1611745.71504
0050329	1456.0	1053.0	3505.0	1830.0	521.0	3605.0	4770.0	3826.0	1274.0	6329.0	3333.0	4058.0	2342.0	4070.0	791.0	1892.0	1565.0	993.0	1543.0	1844.0	5933.0	1845.0	6163.0	4372.0	1377.0	7595.0	9304.0	6604.0	4960.0	5656.0	263.0	561.0	576.0	2379.0	108150.0	1466481.0	2002230.32562
0050330	602.0	564.0	2291.0	2053.0	668.0	3660.0	4972.0	4458.0	1165.0	5739.0	2742.0	3649.0	1926.0	3341.0	793.0	1225.0	1524.0	726.0	1476.0	1847.0	3712.0	1182.0	5010.0	3918.0	854.0	6275.0	7318.0	5608.0	3128.0	3020.0	273.0	547.0	297.0	2422.0	88983.3	1183270.0	1529691.62755
0050331	1262.0	555.0	1900.0	1430.0	596.0	2988.0	4580.0	3771.0	1102.0	4673.0	2893.0	3036.0	1744.0	3362.0	755.0	1475.0	1907.0	779.0	1515.0	1422.0	4233.0	1153.0	5052.0	3626.0	508.0	5061.0	7902.0	4761.0	4053.0	4452.0	304.0	460.0	608.0	2403.0	86312.3	1219790.0	1561221.69052
0050332	753.0	781.0	2555.0	958.0	428.0	2754.0	3912.0	2957.0	1347.0	4200.0	2700.0	2238.0	2102.0	2597.0	589.0	1625.0	1548.0	692.0	1627.0	1076.0	4319.0	1545.0	6008.0	4207.0	798.0	5637.0	8610.0	6233.0	3263.0	3910.0	296.0	333.0	477.0	2330.0	85387.0	1087196.0	1384487.12161
0050333	887.0	846.0	2873.0	2003.0	725.0	3595.0	4538.0	3954.0	1205.0	6738.0	2784.0	4427.0	2071.0	3313.0	955.0	1764.0	1484.0	734.0	1239.0	2082.0	4844.0	1583.0	5656.0	4485.0	1019.0	6238.0	9642.0	6802.0	5111.0	5244.0	303.0	559.0	670.0	2734.0	103107.0	1315466.0	1596393.07625
0050334	1012.0	803.0	2716.0	1526.0	442.0	2977.0	3697.0	3571.0	1139.0	4877.0	2936.0	3146.0	2024.0	2994.0	763.0	1533.0	1753.0	699.0	1430.0	1600.0	5100.0	1529.0	5526.0	4106.0	911.0	5954.0	7859.0	6391.0	3606.0	5394.0	267.0	385.0	382.0	2289.0	91323.8	1261023.0	1513992.6685
0050335	1333.0	575.0	2044.0	1753.0	639.0	4097.0	5983.0	3569.0	928.0	5239.0	2854.0	2817.0	1634.0	3319.0	694.0	1317.0	1817.0	830.0	1598.0	1231.0	4220.0	1161.0	5020.0	4375.0	907.0	5850.0	7774.0	6924.0	4287.0	5083.0	262.0	480.0	513.0	2756.0	93774.2	1238463.0	1443754.24188
0050336	927.0	482.0	2149.0	1398.0	389.0	3052.0	3438.0	3476.0	1039.0	4525.0	2550.0	3068.0	1526.0	2723.0	588.0	1371.0	1573.0	682.0	1125.0	1265.0	3977.0	1046.0	4801.0	3505.0	722.0	4825.0	6554.0	4715.0	3351.0	3475.0	269.0	432.0	420.0	1987.0	77420.5	1020419.0	1300239.59953
0050337	1342.0	937.0	2587.0	1672.0	569.0	3444.0	4763.0	3519.0	988.0	5227.0	3008.0	3487.0	1960.0	3409.0	843.0	1830.0	2153.0	767.0	1519.0	1354.0	4657.0	1002.0	5463.0	4520.0	1077.0	6080.0	8699.0	5884.0	4702.0	5454.0	343.0	523.0	473.0	2498.0	96742.4	1297171.0	1627462.47874
0050338	1025.0	411.0	1716.0	1424.0	372.0	3048.0	4756.0	2861.0	782.0	4872.0	2461.0	2412.0	1774.0	2762.0	615.0	1488.0	1612.0	736.0	1240.0	1113.0	3709.0	971.0	4688.0	3799.0	684.0	5039.0	6832.0	4803.0	3462.0	3667.0	262.0	431.0	384.0	2039.0	78230.4	1055080.0	1366729.42046
0050339	868.0	789.0	2646.0	1376.0	592.0	4022.0	4629.0	3636.0	1122.0	6190.0	3420.0	3033.0	1938.0	3266.0	980.0	1543.0	2101.0	770.0	1528.0	1292.0	4663.0	1444.0	5863.0	4103.0	1117.0	6022.0	7969.0	5093.0	4314.0	5172.0	236.0	578.0	632.0	3052.0	95997.6	1340325.0	1794654.67797
0050340	917.0	503.0	1842.0	1337.0	381.0	2576.0	3898.0	3109.0	858.0	5003.0	2700.0	3200.0	2057.0	2970.0	553.0	1340.0	1505.0	674.0	1268.0	1312.0	3528.0	1072.0	4402.0	3155.0	755.0	5281.0	6566.0	4481.0	3519.0	3236.0	269.0	460.0	410.0	2303.0	77435.2	1089936.0	1444308.40875
0050341	875.0	615.0	1904.0	1592.0	437.0	2771.0	3621.0	2980.0	802.0	5007.0	2627.0	2876.0	1799.0	2591.0	700.0	1158.0	1656.0	590.0	1435.0	1183.0	3213.0	989.0	4506.0	3385.0	726.0	5250.0	6515.0	4943.0	4020.0	3633.0	213.0	367.0	498.0	2116.0	77591.9	1043677.0	1309589.2131
0050342	1268.0	400.0	2124.0	1460.0	672.0	3101.0	5047.0	3170.0	1165.0	4926.0	2443.0	3784.0	2204.0	2993.0	618.0	1529.0	1513.0	781.0	1381.0	1477.0	4715.0	1019.0	5621.0	4258.0	603.0	5585.0	8878.0	6550.0	4195.0	4787.0	316.0	543.0	515.0	2416.0	92040.9	1215266.0	1533380.27801
0050343	730.0	470.0	2150.0	1365.0	402.0	2812.0	3209.0	2526.0	809.0	4578.0	2409.0	2500.0	1536.0	2237.0	529.0	1273.0	1536.0	627.0	1242.0	1022.0	3210.0	956.0	4072.0	3455.0	618.0	4837.0	6599.0	4501.0	3263.0	2988.0	210.0	486.0	377.0	1801.0	71331.7	925949.0	1178619.49604
0050344	694.0	539.0	2107.0	1854.0	456.0	2958.0	3699.0	3145.0	1052.0	4814.0	2885.0	3537.0	1724.0	2424.0	526.0	1247.0	1760.0	732.0	1386.0	2044.0	3686.0	1014.0	4388.0	3290.0	706.0	6389.0	7040.0	5203.0	3359.0	3729.0	269.0	400.0	407.0	1934.0	81376.4	1071451.0	1353403.02216
0050345	916.0	603.0	2804.0	1491.0	659.0	3496.0	4693.0	3410.0	1057.0	5382.0	2709.0	2773.0	1845.0	3459.0	922.0	1533.0	1906.0	764.0	1616.0	1340.0	4986.0	1118.0	6012.0	3558.0	975.0	6892.0	9225.0	5513.0	4589.0	4140.0	316.0	453.0	528.0	2526.0	94204.2	1155084.0	1145888.10506
0050346	1190.0	625.0	2125.0	1477.0	514.0	3543.0	5028.0	3643.0	1207.0	5092.0	3012.0	3817.0	1994.0	3342.0	716.0	1629.0	1514.0	951.0	1497.0	1781.0	4454.0	1245.0	4962.0	3632.0	989.0	6345.0	7734.0	5810.0	4242.0	5219.0	343.0	432.0	520.0	2513.0	93128.4	1301257.0	1704180.44867
0050347	1111.0	507.0	2188.0	1311.0	533.0	2989.0	4664.0	3318.0	1210.0	4591.0	3135.0	3368.0	1633.0	2466.0	649.0	1304.0	2035.0	888.0	1722.0	850.0	4984.0	1026.0	5448.0	4840.0	609.0	5808.0	8876.0	5188.0	4445.0	5167.0	280.0	494.0	576.0	2717.0	90930.4	1243815.0	1613050.2502
0050348	904.0	650.0	2262.0	1657.0	649.0	3349.0	3482.0	3082.0	928.0	4891.0	2730.0	3253.0	1635.0	2631.0	685.0	1540.0	2002.0	698.0	1484.0	1696.0	4162.0	986.0	4993.0	4219.0	770.0	5222.0	7821.0	4724.0	3554.0	3571.0	242.0	499.0	473.0	2195.0	83629.4	1098025.0	1250922.20508
0050349	1106.0	1068.0	2444.0	1715.0	697.0	3861.0	5458.0	5141.0	991.0	5728.0	3274.0	3427.0	2043.0	4042.0	705.0	1537.0	1698.0	755.0	1452.0	1692.0	4653.0	1250.0	5655.0	4171.0	1093.0	6249.0	8548.0	6663.0	3802.0	4895.0	294.0	575.0	348.0	2451.0	99461.7	1362313.0	1764821.68207
0050350	931.0	1009.0	3054.0	1780.0	570.0	3982.0	6129.0	3742.0	1310.0	6480.0	3380.0	3373.0	2098.0	4284.0	794.0	1669.0	1995.0	789.0	1831.0	1554.0	5601.0	1846.0	6335.0	4681.0	1280.0	7178.0	9897.0	6601.0	5193.0	4920.0	304.0	351.0	620.0	3229.0	108786.0	1420003.0	1746010.18642
0050351	1106.0	793.0	2644.0	1493.0	542.0	3464.0	5631.0	4223.0	1046.0	5615.0	3268.0	2986.0	2051.0	4009.0	598.0	1716.0	1543.0	707.0	1413.0	1366.0	4254.0	1250.0	5375.0	3894.0	852.0	6837.0	8841.0	6235.0	4223.0	4269.0	342.0	393.0	496.0	2251.0	95542.0	1277919.0	1567253.60977
0050352	999.0	902.0	3281.0	1686.0	725.0	3572.0	4505.0	4013.0	988.0	5658.0	3149.0	3049.0	2294.0	3452.0	708.0	1677.0	1616.0	795.0	1469.0	1299.0	4571.0	1584.0	6401.0	4227.0	848.0	7514.0	9996.0	7134.0	4721.0	4181.0	316.0	700.0	572.0	2808.0	101358.0	1346802.0	1712602.10115
0050353	967.0	647.0	2797.0	1354.0	489.0	3446.0	4530.0	3096.0	1031.0	4103.0	2560.0	2431.0	1390.0	2488.0	811.0	1167.0	1643.0	716.0	1043.0	1151.0	3893.0	1243.0	5138.0	3712.0	677.0	5729.0	7396.0	5566.0	4185.0	4319.0	338.0	422.0	627.0	2694.0	83797.3	1152996.0	1507175.27432
0050354	1286.0	566.0	3023.0	1305.0	456.0	2822.0	4624.0	3179.0	1042.0	4817.0	2525.0	2701.0	1840.0	3001.0	717.0	1491.0	2301.0	806.0	1626.0	1028.0	3926.0	1266.0	5204.0	3857.0	506.0	5770.0	8208.0	4725.0	4373.0	3819.0	226.0	396.0	503.0	2719.0	86629.3	1129336.0	1496148.23885
0050355	968.0	519.0	2503.0	1844.0	566.0	3517.0	4570.0	3654.0	1020.0	5311.0	3293.0	3703.0	1890.0	2996.0	640.0	1645.0	1555.0	731.0	1265.0	1695.0	4387.0	1280.0	5933.0	3527.0	1143.0	4899.0	8741.0	5811.0	3990.0	4975.0	250.0	500.0	477.0	2373.0	92170.8	1218985.0	1499196.00285
0050356	922.0	519.0	2607.0	1223.0	440.0	3047.0	3572.0	2908.0	948.0	4646.0	2598.0	2651.0	1562.0	2757.0	626.0	1347.0	1338.0	643.0	1276.0	1323.0	3641.0	1154.0	4349.0	3174.0	536.0	6116.0	7332.0	4809.0	3706.0	4047.0	237.0	404.0	375.0	2007.0	78836.8	1044402.0	1408471.25324
0050357	1143.0	548.0	2783.0	1545.0	552.0	3161.0	5778.0	3311.0	1070.0	6021.0	2603.0	3681.0	1652.0	3186.0	666.0	1621.0	1991.0	701.0	1235.0	1270.0	5111.0	1358.0	5215.0	4407.0	1108.0	5450.0	9113.0	5758.0	4412.0	4513.0	235.0	543.0	432.0	2850.0	94861.7	1183068.0	1498730.3153
0050358	1144.0	755.0	2539.0	1264.0	501.0	3634.0	5927.0	2998.0	1142.0	5908.0	2468.0	2854.0	1569.0	2863.0	631.0	1399.0	1460.0	591.0	1310.0	956.0	4608.0	1525.0	5052.0	4180.0	774.0	6059.0	7652.0	5854.0	4099.0	5742.0	304.0	368.0	523.0	2499.0	91136.9	1138854.0	1447387.59838
0050359	820.0	463.0	1934.0	1050.0	388.0	2162.0	3548.0	2407.0	783.0	3772.0	2220.0	2558.0	1699.0	2657.0	614.0	1272.0	1564.0	760.0	1290.0	1288.0	3643.0	988.0	4250.0	3254.0	595.0	4949.0	6062.0	4511.0	3529.0	3664.0	284.0	312.0	462.0	2008.0	71752.3	963465.0	1265031.54211
0050360	865.0	583.0	2180.0	1607.0	465.0	3539.0	3765.0	4028.0	991.0	6408.0	2727.0	3824.0	2173.0	3017.0	630.0	1392.0	1726.0	793.0	1747.0	1454.0	4165.0	1084.0	4170.0	4090.0	707.0	6963.0	7113.0	5263.0	3618.0	3659.0	345.0	490.0	447.0	2411.0	88272.6	1188098.0	1507960.35655
0050361	924.0	600.0	2218.0	1648.0	460.0	2856.0	4313.0	2833.0	930.0	4810.0	2702.0	2930.0	1853.0	2621.0	638.0	1324.0	1629.0	609.0	1450.0	1525.0	3652.0	1352.0	4612.0	3884.0	715.0	4952.0	6777.0	5613.0	3846.0	3633.0	317.0	431.0	441.0	2079.0	81177.9	1121828.0	1478398.2227
0050362	1007.0	593.0	1788.0	1604.0	569.0	2942.0	4757.0	3236.0	1063.0	5035.0	2409.0	3033.0	1751.0	2975.0	707.0	1427.0	1698.0	708.0	1226.0	1301.0	4113.0	1269.0	5106.0	4334.0	529.0	5179.0	7277.0	5863.0	4078.0	4583.0	285.0	450.0	570.0	2312.0	85777.6	1135184.0	1447676.60502
0050363	1905.0	828.0	2688.0	1272.0	560.0	3623.0	5805.0	4212.0	1661.0	5276.0	3207.0	2961.0	2510.0	4197.0	670.0	1588.0	1773.0	785.0	1544.0	1170.0	5439.0	1710.0	6122.0	4571.0	1069.0	6572.0	9280.0	6538.0	5418.0	6399.0	307.0	524.0	541.0	2459.0	105180.0	1397661.0	1718091.01423
0050364	1152.0	716.0	2392.0	1448.0	595.0	3261.0	4709.0	3386.0	1154.0	5081.0	2652.0	2696.0	1824.0	2962.0	629.0	1424.0	1784.0	909.0	1591.0	1295.0	4946.0	1384.0	5093.0	4481.0	798.0	6286.0	7259.0	5589.0	4224.0	4446.0	275.0	391.0	594.0	2308.0	89731.2	1183491.0	1453252.67826
0050365	995.0	689.0	1851.0	1136.0	411.0	2880.0	3568.0	2792.0	955.0	3884.0	2727.0	2373.0	1910.0	2723.0	847.0	1144.0	1230.0	649.0	1341.0	937.0	3316.0	1047.0	4461.0	3150.0	891.0	5037.0	6524.0	4079.0	3410.0	3097.0	255.0	455.0	391.0	1979.0	73128.6	1010004.0	1285291.77781
0050366	1035.0	648.0	2319.0	1799.0	440.0	2977.0	5284.0	3023.0	1330.0	5574.0	2536.0	3783.0	1696.0	3645.0	741.0	1492.0	1572.0	745.0	1387.0	1666.0	4467.0	1500.0	5338.0	4332.0	729.0	5129.0	7584.0	6692.0	3532.0	4779.0	259.0	436.0	462.0	2396.0	91325.7	1239261.0	1537964.68988
